"","Protein","x"
"13003","Q15800","hsa00100 hsa01100 hsa01130"
"13004","Q13126","hsa00270 hsa01100"
"13005","Q9BV20","hsa00270 hsa01100"
"13006","Q9UBP6",""
"13007","Q5JPI9",""
"13008","Q5VVY1",""
"13009","A8MUP2",""
"13010","Q8N6R0",""
"13011","Q9HCE5",""
"13012","P0C7V9",""
"13013","A6NJ78",""
"13014","Q86W50",""
"13015","Q9H7H0",""
"13016","O95568",""
"13017","Q8WXB1",""
"13018","Q96AZ1",""
"13019","Q5VZV1",""
"13020","A6NDL7",""
"13021","Q9BUU2",""
"13022","Q86XA0",""
"13023","Q5JXM2",""
"13024","Q8N6Q8",""
"13025","Q96S19",""
"13026","Q96IZ6",""
"13027","Q6P1Q9",""
"13028","Q86U44",""
"13029","Q8N3J2",""
"13030","Q9NRN9",""
"13031","Q8TCB7",""
"13032","Q9H8H3",""
"13033","Q6UX53",""
"13034","Q9H825",""
"13035","Q9H1A3",""
"13036","P53602","hsa00900 hsa01100 hsa01130"
"13037","Q03426","hsa00900 hsa01100 hsa01130 hsa04146"
"13038","A1L020",""
"13039","Q6ZN04",""
"13040","Q5U5Q3",""
"13041","Q86XN8",""
"13042","Q75NE6",""
"13043","Q8NEM0",""
"13044","P55081",""
"13045","P55001",""
"13046","O75121",""
"13047","P55082",""
"13048","P55083",""
"13049","Q13361",""
"13050","P08118",""
"13051","Q1L6U9",""
"13052","P10620","hsa00480 hsa00980 hsa00982 hsa05204"
"13053","Q99735","hsa00480 hsa00980 hsa00982 hsa05204"
"13054","O14880","hsa00480 hsa00980 hsa00982 hsa05204"
"13055","P55157","hsa04975"
"13056","Q96EZ8","hsa05168"
"13057","Q9P0L2",""
"13058","Q7KZI7",""
"13059","P27448",""
"13060","Q96L34",""
"13061","Q8TDZ2",""
"13062","O94851",""
"13063","Q7RTP6",""
"13064","Q9H492",""
"13065","A6NCE7",""
"13066","Q9GZQ8",""
"13067","Q9BXW4",""
"13068","Q9P2G4",""
"13069","P78559",""
"13070","P46821",""
"13071","Q66K74",""
"13072","P11137",""
"13073","P27816",""
"13074","Q96JE9",""
"13075","Q14244",""
"13076","Q49MG5",""
"13077","Q15691",""
"13078","Q15555",""
"13079","Q9UPY8",""
"13080","P10636","hsa04010 hsa05010"
"13081","Q9Y2H9",""
"13082","Q6P0Q8",""
"13083","O60307",""
"13084","O15021",""
"13085","Q96GX5",""
"13086","Q9ULD2",""
"13087","Q5JR59",""
"13088","Q9Y4B5",""
"13089","Q8WV92",""
"13090","Q9UPN3",""
"13092","P21741",""
"13093","O15344","hsa04120"
"13094","Q9UJV3",""
"13095","Q504T8",""
"13096","Q9BRT3",""
"13097","Q5JXC2",""
"13098","Q08431",""
"13099","Q86YT6",""
"13100","Q96AX9",""
"13101","Q7L590",""
"13102","Q9UJA3",""
"13103","Q9NXL9",""
"13104","Q9BTE3",""
"13106","O60318",""
"13108","P33991","hsa03030 hsa04110"
"13109","P33992","hsa03030 hsa04110"
"13110","Q14566","hsa03030 hsa04110"
"13111","P33993","hsa03030 hsa04110"
"13112","Q4G0Z9",""
"13113","Q8TD10",""
"13114","Q9BUK6",""
"13115","Q8N4C8",""
"13116","Q8TDB4",""
"13117","Q969V5",""
"13118","Q5VT66",""
"13119","Q969Z3",""
"13120","Q7Z434","hsa04622 hsa04623 hsa05160 hsa05161 hsa05162 hsa05164 hsa05168"
"13121","Q96EH3",""
"13122","Q9NWR8",""
"13123","Q96AQ8",""
"13124","Q8NE86",""
"13125","Q9BPX6",""
"13126","Q8IYU8",""
"13127","Q86XE3",""
"13128","Q9NZJ7",""
"13129","Q9Y6C9",""
"13130","P59942",""
"13131","L0R8F8, Q9NQG6",""
"13132","Q96C03",""
"13133","Q9GZY8",""
"13134","Q9UDX5",""
"13135","Q9H019",""
"13136","Q15390",""
"13137","Q6P444",""
"13138","Q9BQP7",""
"13139","Q5TGZ0",""
"13140","Q99797",""
"13141","Q96DP5","hsa00670 hsa00970"
"13142","Q9NVV4",""
"13143","Q9Y5U8",""
"13144","P0DKB6",""
"13145","O95563",""
"13146","Q6IN84",""
"13147","Q9UI43",""
"13148","Q9HC36",""
"13149","Q9BYD6","hsa03010"
"13150","Q7Z7H8","hsa03010"
"13151","Q9Y3B7","hsa03010"
"13152","P52815","hsa03010"
"13153","Q9BYD1","hsa03010"
"13154","Q6P1L8","hsa03010"
"13156","Q9NX20","hsa03010"
"13157","Q9NRX2","hsa03010"
"13158","Q9H0U6","hsa03010"
"13159","P49406","hsa03010"
"13160","Q5T653","hsa03010"
"13161","Q9BYC9","hsa03010"
"13162","Q7Z2W9","hsa03010"
"13163","Q9NWU5","hsa03010"
"13164","Q16540","hsa03010"
"13165","Q96A35","hsa03010"
"13166","Q9P0M9","hsa03010"
"13167","Q13084","hsa03010"
"13168","P09001","hsa03010"
"13169","Q8TCC3","hsa03010"
"13170","Q9BYC8","hsa03010"
"13171","O75394","hsa03010"
"13172","Q9BQ48","hsa03010"
"13173","Q9NZE8","hsa03010"
"13174","Q9P0J6","hsa03010"
"13175","Q9BZE1",""
"13176","Q96DV4",""
"13177","Q9NYK5",""
"13178","Q9BYD3","hsa03010"
"13179","Q9NQ50",""
"13180","Q8IXM3",""
"13181","Q9Y6G3",""
"13182","Q8N983",""
"13183","Q9H9J2",""
"13184","Q9BRJ2",""
"13185","Q9H2W6",""
"13186","Q9HD33",""
"13187","Q96GC5",""
"13188","Q13405",""
"13189","Q8N5N7",""
"13190","Q4U2R6",""
"13191","Q86TS9",""
"13192","Q96EL3",""
"13193","Q6P161",""
"13194","Q7Z7F7",""
"13195","Q9BQC6",""
"13196","Q14197",""
"13197","Q9BYD2","hsa03010"
"13198","P82664","hsa03010"
"13199","P82912","hsa03010"
"13200","O15235","hsa03010"
"13201","O60783","hsa03010"
"13202","P82914","hsa03010"
"13203","Q9Y3D3","hsa03010"
"13204","Q9Y2R5","hsa03010"
"13205","Q9NVS2","hsa03010"
"13206","Q9Y676","hsa05203"
"13207","Q9Y3D5","hsa03010"
"13208","Q9Y399","hsa03010"
"13209","P82921","hsa03010"
"13210","P82650",""
"13211","Q9Y3D9",""
"13212","Q96EL2",""
"13213","P82663",""
"13214","Q9BYN8",""
"13215","Q92552",""
"13216","Q9Y2Q9",""
"13217","Q9NP92",""
"13218","Q92665",""
"13219","Q9Y291",""
"13220","P82930",""
"13221","P82673",""
"13222","P82909",""
"13223","P82675","hsa03010"
"13224","P82932","hsa03010"
"13225","Q9Y2R9","hsa03010"
"13226","P82933","hsa03010"
"13227","Q9BT17",""
"13228","Q9H4K7",""
"13229","Q96E11",""
"13230","Q9Y2Z2",""
"13231","Q9BV79","hsa00062 hsa01100 hsa01212"
"13232","Q99551",""
"13233","Q49AM1",""
"13234","Q96E29",""
"13235","Q7Z6M4",""
"13236","O75570",""
"13237","P46199",""
"13238","Q9H2K0",""
"13239","Q9UGC7",""
"13240","Q8IWA4",""
"13241","O95140",""
"13242","Q8NDC0",""
"13244","P53779","hsa04010 hsa04012 hsa04014 hsa04024 hsa04068 hsa04071 hsa04141 hsa04310 hsa04380 hsa04510 hsa04620 hsa04621 hsa04622 hsa04664 hsa04668 hsa04722 hsa04723 hsa04728 hsa04750 hsa04910 hsa04912 hsa04914 hsa04917 hsa04920 hsa04930 hsa04931 hsa04932 hsa05120 hsa05131 hsa05132 hsa05133 hsa05142 hsa05145 hsa05152 hsa05160 hsa05161 hsa05164 hsa05168 hsa05169 hsa05200 hsa05210 hsa05212 hsa05231"
"13245","Q15759","hsa04010 hsa04015 hsa04068 hsa04071 hsa04261 hsa04370 hsa04380 hsa04550 hsa04611 hsa04620 hsa04621 hsa04622 hsa04660 hsa04664 hsa04668 hsa04670 hsa04722 hsa04723 hsa04728 hsa04750 hsa04912 hsa04914 hsa04917 hsa05014 hsa05120 hsa05131 hsa05132 hsa05133 hsa05140 hsa05142 hsa05145 hsa05152 hsa05160 hsa05164 hsa05169 hsa05205"
"13246","P53778","hsa04010 hsa04015 hsa04068 hsa04071 hsa04261 hsa04370 hsa04380 hsa04550 hsa04611 hsa04620 hsa04621 hsa04622 hsa04660 hsa04664 hsa04668 hsa04670 hsa04722 hsa04723 hsa04728 hsa04750 hsa04912 hsa04914 hsa04917 hsa05014 hsa05120 hsa05131 hsa05132 hsa05133 hsa05140 hsa05142 hsa05145 hsa05152 hsa05160 hsa05164 hsa05169 hsa05205"
"13247","O15264","hsa04010 hsa04015 hsa04068 hsa04071 hsa04261 hsa04370 hsa04380 hsa04550 hsa04611 hsa04620 hsa04621 hsa04622 hsa04660 hsa04664 hsa04668 hsa04670 hsa04722 hsa04723 hsa04728 hsa04750 hsa04912 hsa04914 hsa04917 hsa05014 hsa05120 hsa05131 hsa05132 hsa05133 hsa05140 hsa05142 hsa05145 hsa05152 hsa05160 hsa05164 hsa05169 hsa05205"
"13248","Q16539","hsa04010 hsa04015 hsa04068 hsa04071 hsa04261 hsa04370 hsa04380 hsa04550 hsa04611 hsa04620 hsa04621 hsa04622 hsa04660 hsa04664 hsa04668 hsa04670 hsa04722 hsa04723 hsa04728 hsa04750 hsa04912 hsa04914 hsa04917 hsa05014 hsa05120 hsa05131 hsa05132 hsa05133 hsa05140 hsa05142 hsa05145 hsa05152 hsa05160 hsa05164 hsa05169 hsa05205"
"13249","Q8TD08",""
"13250","P27361","hsa04010 hsa04012 hsa04014 hsa04015 hsa04022 hsa04024 hsa04062 hsa04066 hsa04068 hsa04071 hsa04114 hsa04150 hsa04151 hsa04261 hsa04270 hsa04320 hsa04350 hsa04360 hsa04370 hsa04380 hsa04510 hsa04520 hsa04540 hsa04550 hsa04611 hsa04620 hsa04621 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04668 hsa04713 hsa04720 hsa04722 hsa04723 hsa04724 hsa04725 hsa04726 hsa04730 hsa04810 hsa04910 hsa04912 hsa04914 hsa04915 hsa04916 hsa04917 hsa04919 hsa04921 hsa04930 hsa04960 hsa05010 hsa05020 hsa05034 hsa05131 hsa05132 hsa05133 hsa05140 hsa05142 hsa05145 hsa05152 hsa05160 hsa05161 hsa05164 hsa05200 hsa05203 hsa05205 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05216 hsa05218 hsa05219 hsa05220 hsa05221 hsa05223 hsa05230 hsa05231"
"13251","P31152",""
"13252","Q16659",""
"13253","Q13164","hsa04010 hsa04540 hsa04722 hsa04912 hsa04921 hsa05206"
"13254","Q9UQF2","hsa04010"
"13255","Q13387","hsa04010"
"13256","Q9UPT6","hsa04010"
"13257","P45983","hsa04010 hsa04012 hsa04014 hsa04024 hsa04068 hsa04071 hsa04141 hsa04310 hsa04380 hsa04510 hsa04620 hsa04621 hsa04622 hsa04664 hsa04668 hsa04722 hsa04723 hsa04728 hsa04750 hsa04910 hsa04912 hsa04914 hsa04917 hsa04920 hsa04930 hsa04931 hsa04932 hsa05120 hsa05131 hsa05132 hsa05133 hsa05142 hsa05145 hsa05152 hsa05160 hsa05161 hsa05164 hsa05168 hsa05169 hsa05200 hsa05210 hsa05212 hsa05231"
"13258","P45984","hsa04010 hsa04012 hsa04014 hsa04024 hsa04068 hsa04071 hsa04141 hsa04310 hsa04380 hsa04510 hsa04620 hsa04621 hsa04622 hsa04664 hsa04668 hsa04722 hsa04723 hsa04728 hsa04750 hsa04910 hsa04912 hsa04914 hsa04917 hsa04920 hsa04930 hsa04931 hsa04932 hsa05120 hsa05131 hsa05132 hsa05133 hsa05142 hsa05145 hsa05152 hsa05160 hsa05161 hsa05164 hsa05168 hsa05169 hsa05200 hsa05210 hsa05212 hsa05231"
"13259","Q9BPZ7",""
"13260","O60336",""
"13261","Q02750","hsa04010 hsa04012 hsa04014 hsa04015 hsa04022 hsa04024 hsa04062 hsa04066 hsa04068 hsa04071 hsa04114 hsa04151 hsa04270 hsa04320 hsa04370 hsa04380 hsa04510 hsa04540 hsa04550 hsa04620 hsa04650 hsa04660 hsa04662 hsa04664 hsa04666 hsa04668 hsa04720 hsa04722 hsa04725 hsa04726 hsa04730 hsa04810 hsa04910 hsa04912 hsa04914 hsa04915 hsa04916 hsa04917 hsa04919 hsa04921 hsa05020 hsa05034 hsa05161 hsa05164 hsa05200 hsa05205 hsa05206 hsa05210 hsa05211 hsa05212 hsa05213 hsa05214 hsa05215 hsa05216 hsa05218 hsa05219 hsa05220 hsa05221 hsa05223 hsa05230 hsa05231"
"13262","P36507","hsa04010 hsa04012 hsa04014 hsa04015 hsa04022 hsa04024 hsa04066 hsa04068 hsa04071 hsa04151 hsa04270 hsa04370 hsa04540 hsa04550 hsa04620 hsa04650 hsa04660 hsa04662 hsa04664 hsa04720 hsa04722 hsa04730 hsa04810 hsa04910 hsa04912 hsa04915 hsa04916 hsa04917 hsa04919 hsa04921 hsa05020 hsa05161 hsa05164 hsa05200 hsa05205 hsa05206 hsa05211 hsa05213 hsa05214 hsa05215 hsa05216 hsa05218 hsa05219 hsa05220 hsa05221 hsa05223 hsa05230 hsa05231"
"13263","P46734","hsa04010 hsa04015 hsa04620 hsa04664 hsa04668 hsa04750 hsa04912 hsa05014 hsa05145 hsa05164 hsa05169"
"13264","P45985","hsa04010 hsa04012 hsa04620 hsa04664 hsa04668 hsa04912 hsa05120 hsa05142 hsa05161 hsa05164 hsa05166 hsa05169"
"13265","Q13163","hsa04010 hsa04540 hsa04722 hsa04921"
"13266","P52564","hsa04010 hsa04015 hsa04380 hsa04620 hsa04664 hsa04668 hsa04750 hsa04912 hsa05014 hsa05145 hsa05164 hsa05169"
"13267","O14733","hsa04010 hsa04012 hsa04141 hsa04380 hsa04620 hsa04660 hsa04664 hsa04668 hsa04722 hsa04912 hsa05164 hsa05169"
"13268","Q13233","hsa04010 hsa04120 hsa04622 hsa04722 hsa04912 hsa05161 hsa05166"
"13269","Q02779",""
"13270","Q16584","hsa04010 hsa04932"
"13271","Q12852","hsa04010"
"13272","O43283","hsa04010"
"13273","Q99558","hsa04010 hsa04064 hsa04210 hsa04380 hsa04660 hsa04668 hsa04672 hsa05120 hsa05166 hsa05169"
"13274","Q6ZN16",""
"13275","Q56UN5",""
"13276","Q9Y2U5","hsa04010 hsa04540 hsa04912"
"13277","Q99759","hsa04010 hsa04722 hsa04912 hsa05166"
"13278","Q9Y6R4","hsa04010 hsa04912"
"13280","O95382","hsa04010"
"13281","O43318","hsa04010 hsa04064 hsa04152 hsa04310 hsa04380 hsa04520 hsa04620 hsa04621 hsa04622 hsa04660 hsa04668 hsa05140 hsa05145 hsa05162 hsa05168 hsa05169"
"13282","P41279","hsa04010 hsa04620 hsa04660 hsa04668"
"13283","P80192",""
"13284","Q92918","hsa04010"
"13285","Q12851","hsa04010"
"13286","Q8IVH8","hsa04010"
"13287","O95819","hsa04010"
"13288","Q9Y4K4",""
"13289","P49137","hsa04010 hsa04370 hsa04722 hsa05203"
"13290","Q16644","hsa04010 hsa04370"
"13291","Q8IW41","hsa04010"
"13292","Q8NAN2",""
"13293","Q7L4E1",""
"13294","Q08AG7",""
"13295","Q6P582",""
"13296","Q6NZ67",""
"13297","Q8IVT2",""
"13298","Q5TCX8",""
"13299","Q8NB16","hsa04668"
"13300","Q96BY2",""
"13302","Q8IYA7",""
"13303","Q96EN8",""
"13304","Q9NZB8","hsa00790 hsa01100 hsa04122"
"13305","O96007, O96033","hsa00790 hsa01100 hsa04122"
"13306","O95396","hsa04122"
"13307","Q96PD6","hsa00561"
"13308","Q3SYC2","hsa00561 hsa04975"
"13309","Q86VF5","hsa00561 hsa01100 hsa04975"
"13310","P21397","hsa00260 hsa00330 hsa00340 hsa00350 hsa00360 hsa00380 hsa00982 hsa01100 hsa04726 hsa04728 hsa05030 hsa05031 hsa05034"
"13311","P27338","hsa00260 hsa00330 hsa00340 hsa00350 hsa00360 hsa00380 hsa00982 hsa01100 hsa04726 hsa04728 hsa05030 hsa05031 hsa05034"
"13312","Q8IY49",""
"13313","Q15546",""
"13314","Q99685","hsa00561 hsa01100 hsa04723 hsa04923"
"13315","Q6UVY6",""
"13316","A6NHM9",""
"13317","Q9UBU8",""
"13318","Q15014",""
"13319","Q9UJG1",""
"13320","Q8NHP6",""
"13321","O75425",""
"13322","O43193","hsa04080"
"13323","P12872",""
"13324","P50219","hsa04950"
"13325","P28360","hsa05166"
"13326","P35548","hsa05166"
"13327","P15941",""
"13328","Q9UKN1",""
"13329","Q9H3R2",""
"13330","Q8N387",""
"13331","Q8WXI7",""
"13332","Q685J3",""
"13333","Q7Z5P9",""
"13334","Q02817","hsa05146"
"13335","Q8N307",""
"13336","Q5SSG8",""
"13337","E2RYF6",""
"13338","Q02505",""
"13339","Q9H195",""
"13340","Q99102",""
"13341","P98088",""
"13342","Q9HC84","hsa04970"
"13343","Q6W4X9",""
"13344","Q8TAX7","hsa04970"
"13345","Q96DR8",""
"13346","Q9GZU1","hsa04142"
"13347","Q8IZK6",""
"13348","Q8TDD5",""
"13349","A8MV57",""
"13350","Q13477","hsa04514 hsa04672"
"13351","D6RGH6",""
"13352","Q13201",""
"13353","Q9H8L6",""
"13354","Q6DN14",""
"13355","Q6DN12",""
"13356","Q96KG7",""
"13357","A6BM72",""
"13358","O75095",""
"13359","Q7Z7M0",""
"13360","Q9H1U4",""
"13361","O75970","hsa04530"
"13362","Q8NI22",""
"13363","Q9UNW1","hsa00010 hsa00562 hsa01100"
"13364","Q96EY5","hsa04144"
"13365","Q9H7P6","hsa04144"
"13366","Q9Y6F6","hsa04022 hsa04270"
"13367","O43347","hsa03015"
"13368","Q96DH6","hsa03015"
"13369","O14807","hsa04010 hsa04014 hsa04015 hsa04810 hsa05166 hsa05205"
"13370","O15146",""
"13371","Q5BKX8",""
"13372","Q9NR56",""
"13373","Q5VZF2",""
"13374","Q9NUK0",""
"13375","Q5VWP3",""
"13376","O60682",""
"13377","Q8IVN3",""
"13378","Q9UL63",""
"13380","Q9UHC1","hsa03430"
"13381","P43246","hsa03430 hsa05200 hsa05210"
"13382","P20585","hsa03430 hsa05200 hsa05210"
"13383","O15457",""
"13384","O43196",""
"13385","P52701","hsa03430 hsa05200 hsa05210"
"13386","Q9UIF7","hsa03410"
"13387","P23508",""
"13388","Q8N699",""
"13389","P20916","hsa04514"
"13390","P02686",""
"13391","Q9P2K5",""
"13392","Q16653",""
"13393","O95297","hsa04514"
"13394","O60487",""
"13395","Q6UWV2",""
"13396","P25189","hsa04514"
"13397","Q9Y2G1",""
"13398","Q96LU7",""
"13399","Q9UL68",""
"13400","Q01538",""
"13401","Q13875",""
"13402","Q8NDY4",""
"13403","A6NDP7",""
"13404","Q96S97",""
"13405","P41218",""
"13406","Q969H8",""
"13407","Q99836","hsa04064 hsa04620 hsa05132 hsa05133 hsa05134 hsa05140 hsa05142 hsa05143 hsa05144 hsa05145 hsa05152 hsa05161 hsa05162 hsa05164 hsa05168"
"13408","P58340","hsa05202"
"13409","Q15773",""
"13410","P28698",""
"13411","P55197",""
"13412","Q13015",""
"13413","Q96EZ4",""
"13414","P05164","hsa04145 hsa05202"
"13415","Q9UGB7","hsa00053 hsa00562"
"13416","Q8IZQ8",""
"13417","Q99972",""
"13418","Q02078","hsa04022"
"13419","Q06413","hsa04010 hsa04022 hsa04921 hsa05202"
"13420","Q14814","hsa04022"
"13421","Q9NZM1",""
"13422","P15172",""
"13423","P13349","hsa04550"
"13424","P23409",""
"13425","P15173",""
"13426","P02144",""
"13427","P52179",""
"13428","P54296",""
"13429","Q5VTT5",""
"13430","Q9NPC7",""
"13431","Q86TC9",""
"13432","P0DMT0",""
"13433","Q9UBC5",""
"13436","O94832",""
"13438","O00160",""
"13439","B0I1T2",""
"13440","Q8N1T3",""
"13441","Q8NEV4",""
"13442","Q8WXR4",""
"13443","B2RTY4",""
"13444","Q13459",""
"13445","Q9Y4I1",""
"13446","Q9ULV0",""
"13447","Q9NQX4",""
"13449","Q8NFW9",""
"13450","Q13402",""
"13451","Q6PIF6",""
"13452","Q9HD67","hsa04666"
"13453","Q96H55",""
"13454","Q9UKN7",""
"13455","Q96JP2",""
"13456","Q9Y6X6",""
"13457","Q92614",""
"13458","Q8IUG5",""
"13459","Q14896","hsa05410 hsa05414"
"13460","Q14324",""
"13461","Q00872",""
"13462","A2RUH7",""
"13463","Q13203",""
"13464","P12882","hsa04530"
"13467","Q9UKX3","hsa04530"
"13469","Q9Y2K3","hsa04530"
"13470","Q9H6N6",""
"13471","Q9UKX2","hsa04530"
"13472","P11055","hsa04530"
"13473","Q9Y623","hsa04530"
"13474","P13533","hsa04260 hsa04261 hsa05416"
"13475","P12883","hsa04260 hsa04261 hsa05416"
"13476","A7E2Y1","hsa04530"
"13477","P13535","hsa04530"
"13479","P05976",""
"13480","Q9BUA6","hsa04510 hsa04670 hsa04810"
"13481","O14950, P19105","hsa04510 hsa04530 hsa04611 hsa04670 hsa04810"
"13482","P10916","hsa04260 hsa04261 hsa04510 hsa04530 hsa04670 hsa04810 hsa05410 hsa05414"
"13483","P08590","hsa04260 hsa04261 hsa05410 hsa05414"
"13484","P12829","hsa04260 hsa04261"
"13485","Q02045","hsa04510 hsa04670 hsa04810"
"13486","P60660","hsa04270 hsa04921"
"13487","P14649","hsa04270 hsa04921"
"13488","Q01449","hsa04510 hsa04670 hsa04810"
"13489","P24844","hsa04022 hsa04024 hsa04270 hsa04510 hsa04530 hsa04670 hsa04810 hsa04921"
"13490","Q9H1R3","hsa04020 hsa04022 hsa04270 hsa04510 hsa04611 hsa04810 hsa04921 hsa04971"
"13491","Q32MK0","hsa04020 hsa04022 hsa04270 hsa04510 hsa04611 hsa04810 hsa04921 hsa04971"
"13492","Q86YV6","hsa04020 hsa04022 hsa04270 hsa04510 hsa04611 hsa04810 hsa04921 hsa04971"
"13494","Q96A32","hsa04510 hsa04670 hsa04810"
"13495","Q6WCQ1",""
"13496","Q8WY64",""
"13497","O14793",""
"13498","Q9UBF9",""
"13499","P58546",""
"13500","Q13496","hsa00562 hsa01100 hsa04070"
"13501","Q13613","hsa00562 hsa01100 hsa04070"
"13502","Q9NXD2",""
"13503","A4FU01",""
"13504","Q9C0I1",""
"13505","Q8NCE2","hsa00562 hsa01100 hsa04070"
"13506","Q13614","hsa00562 hsa01100 hsa04070"
"13507","Q13615","hsa00562 hsa01100 hsa04070"
"13508","Q9NYA4","hsa00562 hsa01100 hsa04070"
"13509","Q9Y217","hsa00562 hsa01100 hsa04070"
"13510","Q9Y216","hsa00562 hsa01100 hsa04070"
"13511","Q96EF0","hsa00562 hsa01100 hsa04070"
"13512","Q96QG7",""
"13513","Q9NP98",""
"13514","Q9NPC6",""
"13515","Q8TDC0",""
"13516","P29966","hsa04666 hsa05206"
"13517","Q969G9","hsa04310"
"13518","Q969F2","hsa04310"
"13519","Q8WY41",""
"13520","P60321",""
"13521","P60323",""
"13522","O96009","hsa04142"
"13523","O43847",""
"13524","Q9H009",""
"13525","Q9BZK3",""
"13526","E9PAV3, Q13765",""
"13527","Q9BY65",""
"13528","P01160","hsa04066"
"13529","P16860","hsa04022"
"13530","P23582",""
"13531","P16066","hsa00230 hsa04022 hsa04024 hsa04270 hsa04921 hsa04923 hsa04924 hsa04925"
"13532","P20594","hsa00230 hsa04022 hsa04270 hsa04921"
"13533","P17342",""
"13534","O76036","hsa04650"
"13535","O95944","hsa04650"
"13536","O14931","hsa04650"
"13537","Q68D85",""
"13538","Q16617",""
"13539","P30414",""
"13540","O76041",""
"13541","Q86VF7",""
"13542","P20929",""
"13543","Q99608",""
"13544","Q15223","hsa04514 hsa04520 hsa05168"
"13545","Q92692","hsa04514 hsa04520 hsa05168"
"13546","Q9NQS3","hsa04514 hsa04520"
"13547","Q96NY8","hsa04520"
"13548","Q9H3P2",""
"13549","Q8WX92",""
"13550","Q8IXH7",""
"13551","P18615",""
"13552","Q86YC3",""
"13553","Q9Y5A7",""
"13554","Q96FI4","hsa03410"
"13555","Q969S2","hsa03410"
"13556","Q8TAT5","hsa03410"
"13557","Q9UBE8","hsa04010 hsa04068 hsa04310 hsa04520"
"13558","Q92859","hsa04514"
"13559","P48745",""
"13560","O15259",""
"13561","Q7Z494",""
"13562","O75161",""
"13563","Q6UXI9",""
"13564","P08138","hsa04014 hsa04015 hsa04060 hsa04151 hsa04722 hsa05202"
"13565","P01138","hsa04010 hsa04014 hsa04015 hsa04151 hsa04210 hsa04722 hsa04750"
"13566","Q02575",""
"13567","Q02577",""
"13568","P48681",""
"13569","O95631","hsa04360"
"13570","O00634","hsa04360"
"13571","Q9HB63","hsa04360"
"13572","Q8WTR8",""
"13573","Q9Y2I2","hsa04360 hsa04514"
"13574","Q96CW9","hsa04360 hsa04514"
"13575","Q9UMX5",""
"13576","Q9NPE2",""
"13577","Q92832",""
"13578","Q99435",""
"13579","P13591","hsa04514 hsa05020"
"13580","O15394","hsa04514 hsa05020"
"13581","Q8NHV4",""
"13583","Q96PU5","hsa04120 hsa04144 hsa04960"
"13584","Q15843",""
"13585","Q14511",""
"13586","Q9NQX5",""
"13587","P54845",""
"13588","O76050",""
"13589","A8MQ27",""
"13590","Q9BR09",""
"13591","Q96EH8",""
"13592","Q96JN8",""
"13593","Q99519","hsa00511 hsa00600 hsa04142"
"13594","Q9Y3R4","hsa00511 hsa00600"
"13595","Q9UQ49","hsa00511 hsa00600"
"13596","Q8WWR8","hsa00511 hsa00600"
"13597","Q02297","hsa04012"
"13598","O14511","hsa04012"
"13599","P56975","hsa04012"
"13600","Q8WWG1","hsa04012"
"13601","Q8IZ57",""
"13602","Q9GZP1",""
"13603","Q9ULB1, P58400","hsa04514"
"13604","Q9P2S2, P58401","hsa04514"
"13605","Q9Y4C0, Q9HDB5","hsa04514"
"13606","P58417",""
"13607","O95156",""
"13608","O95157",""
"13609","O95158",""
"13610","Q8N323",""
"13611","Q96DL1",""
"13612","Q969Y0",""
"13613","Q6UWF7",""
"13614","Q496H8",""
"13615","Q9NPD7",""
"13616","Q6ZS30",""
"13617","Q6ZNJ1",""
"13618","P0C6P0",""
"13619","Q8NFP9",""
"13620","P41271","hsa04350"
"13621","P01111","hsa04010 hsa04012 hsa04014 hsa04015 hsa04062 hsa04068 hsa04071 hsa04151 hsa04360 hsa04370 hsa04540 hsa04550 hsa04650 hsa04660 hsa04662 hsa04664 hsa04720 hsa04722 hsa04725 hsa04726 hsa04730 hsa04810 hsa04910 hsa04912 hsa04915 hsa04916 hsa04917 hsa04919 hsa04921 hsa05034 hsa05160 hsa05161 hsa05166 hsa05200 hsa05203 hsa05205 hsa05206 hsa05211 hsa05213 hsa05214 hsa05215 hsa05216 hsa05218 hsa05219 hsa05220 hsa05221 hsa05223 hsa05230 hsa05231"
"13622","A2RRP1",""
"13623","Q3BBV0",""
"13624","Q6P3W6",""
"13625","Q86T75",""
"13626","Q5TAG4",""
"13627","Q5TI25",""
"13628","Q8N660",""
"13629","A0A087WUL8",""
"13630","B4DH59",""
"13631","Q9H094",""
"13632","Q96M43",""
"13633","Q86XG9",""
"13634","Q5VWK0",""
"13635","P0C2Y1",""
"13636","Q3BBV2",""
"13637","P61601",""
"13638","O14594",""
"13639","Q9UBB6",""
"13640","Q7Z628",""
"13641","O94856","hsa04514"
"13643","P35240","hsa04390"
"13644","P12036","hsa05014"
"13645","P07196","hsa05014"
"13646","P07197","hsa05014"
"13647","Q92886","hsa04550"
"13648","Q9H2A3",""
"13649","Q9Y4Z2","hsa04950"
"13650","Q9NPG2",""
"13651","Q92686",""
"13652","Q8NEJ9",""
"13653","Q8N2Q7","hsa04514"
"13654","Q8NFZ4","hsa04514"
"13655","Q9NZ94","hsa04514"
"13656","Q8N0W4","hsa04514"
"13657","Q8NFZ3",""
"13658","Q9BYT8","hsa04614"
"13659","P28336","hsa04080"
"13660","P08949",""
"13661","Q5H8A3",""
"13662","Q9HB89","hsa04080"
